x1	y1	x2	y2	RSTLOR	RSTcc1	RSTff1	RSTcc2	RSTff2	eventID1	eventID2
7	2	26	11	2	21100	23	21108	14	2081931	2081920
31	1	10	4	2	21040	20	21100	21	2078372	2079367
0	15	8	8	2	21100	23	21120	15	2081933	2081983
25	10	7	3	2	21160	5	21200	29	2089456	2089470
19	12	12	3	2	21220	0	21260	19	2095029	2094581
18	7	15	6	2	21040	13	21080	5	2077749	2077762
20	9	1	2	2	21080	20	21120	7	2081625	2081143
8	2	25	12	2	21100	31	21108	22	2082643	2082635
8	4	26	10	2	21060	20	21068	11	2078399	2078397
13	7	21	8	2	21080	14	21088	5	2081081	2081083
8	4	18	12	2	21160	1	21168	24	2089105	2089095
14	13	30	3	2	21240	3	21248	29	2095337	2095626
12	2	21	12	2	21060	16	21068	7	2078051	2078052
23	8	12	5	2	21100	8	21140	0	2083651	2083653
0	10	31	3	2	21080	18	21088	9	2081411	2081412
9	1	20	13	2	21240	5	21248	28	2095537	2095540
7	1	25	12	2	21180	22	21188	13	2091072	2091026
18	7	14	7	2	21200	22	21240	14	2094121	2094116
19	6	14	7	2	21420	16	21460	8	2115221	2115219
19	7	13	7	2	21500	0	21540	24	2123043	2123058
7	9	25	4	2	21300	9	21308	0	2102096	2102089
8	4	26	9	2	21500	16	21508	7	2121422	2121407
12	11	25	11	2	21460	4	21468	27	2117089	2117078
23	3	26	9	2	21480	29	21488	22	2119537	2119781
25	9	9	4	2	21500	1	21540	25	2123232	2123225
4	11	26	2	2	21420	5	21428	28	2114178	2114183
19	7	13	7	2	21300	18	21340	10	2102946	2102958
8	5	24	8	2	21300	10	21308	1	2102192	2102196
10	15	30	5	2	21480	28	21488	19	2119487	2119483
23	1	12	5	2	21320	11	21360	3	2105326	2105333
29	9	6	4	2	21420	13	21460	5	2114911	2114908
10	5	22	9	2	21300	15	21308	6	2102672	2102665
24	5	9	7	2	21480	8	21520	0	2120594	2120576
29	9	2	4	2	21520	9	21560	1	2124040	2124045
10	4	25	11	2	21360	27	21368	18	2106976	2106973
10	15	25	3	2	21420	4	21428	27	2114115	2114116
9	13	25	0	2	21480	25	21488	16	2119179	2119185
2	13	19	9	2	21480	26	21488	26	2119277	2120108
6	15	25	1	2	21520	9	21528	0	2124039	2124041
23	8	11	6	2	21380	10	21420	2	2111566	2111560
17	11	3	4	2	21460	16	21500	3	2118335	2117818
14	0	19	13	2	21320	26	21328	17	2103737	2103741
4	0	28	14	2	21400	17	21408	8	2112216	2112207
24	9	7	4	2	21420	7	21460	31	2114377	2114381
27	9	5	7	2	21280	31	21320	23	2101178	2101188
29	11	2	1	2	21440	26	21480	18	2116145	2116146
7	13	25	0	2	21280	23	21288	14	2100436	2100428
29	9	6	3	2	21440	31	21480	23	2116591	2116606
7	9	25	4	2	21320	29	21328	20	2104058	2104060
18	7	15	6	2	21280	29	21320	21	2101039	2101050
17	0	16	14	2	21420	1	21428	24	2113888	2113886
13	2	20	11	2	21320	19	21328	10	2103067	2103076
4	13	30	0	2	21340	22	21348	13	2106512	2106506
16	15	21	8	2	21300	18	21328	16	2102989	2103676
6	2	26	10	2	21480	28	21488	19	2119533	2119529
7	2	23	0	2	21520	4	21528	24	2123586	2123291
28	3	4	9	2	21460	8	21480	0	2117472	2117473
24	5	5	8	2	21380	2	21420	26	2110810	2110807
18	15	4	11	2	21400	24	21440	19	2112803	2113196
23	0	11	9	2	21640	7	21680	31	2136207	2136208
8	7	24	5	2	21620	0	21628	23	2132482	2132476
7	2	11	6	2	21660	11	21680	31	2136661	2136224
6	15	25	0	2	21680	1	21688	24	2138890	2138882
7	2	21	8	2	21760	8	21768	3	2145979	2146379
25	9	9	4	2	21740	18	21780	10	2146970	2146988
9	13	14	2	2	21680	27	21700	19	2138307	2138316
29	6	4	8	2	21760	2	21800	26	2148542	2148536
13	0	20	13	2	21640	20	21648	11	2134248	2134249
3	6	24	4	2	21640	31	21648	16	2135405	2134760
1	10	30	4	2	21680	0	21688	23	2138746	2138740
31	5	5	8	2	21600	29	21640	21	2132216	2132215
2	0	31	14	2	21640	19	21648	10	2134133	2134122
26	2	7	11	2	21540	3	21580	27	2126630	2126620
24	7	21	9	2	21620	13	21628	2	2133571	2133429
11	1	22	13	2	21580	7	21588	30	2130189	2130181
7	1	27	10	2	21640	21	21648	12	2134350	2134346
1	11	31	3	2	21740	3	21748	26	2145517	2145515
23	8	8	5	2	21600	0	21640	24	2132520	2132517
3	8	28	6	2	21640	21	21648	12	2134354	2134349
23	12	9	1	2	21520	21	21560	13	2125304	2125293
12	13	29	13	2	21560	7	21568	27	2127064	2126761
1	4	31	9	2	21560	2	21568	25	2126521	2126522
9	11	24	4	2	21760	21	21768	12	2147341	2147339
15	12	18	8	2	21600	22	21628	20	2131668	2132286
23	10	7	4	2	21720	16	21760	8	2143456	2143455
14	0	19	14	2	21600	27	21608	18	2132127	2132108
7	2	25	11	2	21640	24	21648	15	2134740	2134738
14	11	17	8	2	21780	9	21788	28	2149275	2148893
28	8	2	5	2	21540	24	21560	16	2125619	2125615
27	1	16	14	2	21600	29	21628	23	2132262	2132534
21	9	12	5	2	21620	10	21640	2	2133411	2133402
20	6	14	7	2	21780	11	21820	3	2149440	2149518
13	0	20	11	2	21660	22	21668	13	2137680	2137682
19	0	18	15	2	21680	17	21708	8	2140306	2140284
18	11	13	2	2	21740	13	21780	5	2146509	2146442
3	13	24	8	2	21900	25	21908	12	2159810	2159421
26	2	6	10	2	21880	31	21920	23	2160415	2160429
27	9	3	2	2	22000	9	22040	1	2170881	2170887
8	4	28	10	2	21820	14	21828	5	2152671	2152668
3	9	31	4	2	21880	1	21888	24	2157552	2157541
29	12	11	4	2	21860	6	21900	30	2158022	2158023
9	11	25	1	2	21860	15	21868	6	2155783	2155786
12	2	21	10	2	21940	30	21948	21	2163704	2163705
14	0	21	10	2	22040	4	22048	27	2173469	2173461
27	4	6	9	2	21820	25	21860	17	2153647	2153643
22	13	11	0	2	21880	21	21920	13	2159420	2159423
7	1	21	9	2	21880	17	21888	8	2159014	2159010
16	13	13	2	2	21800	0	21820	22	2151406	2151245
19	7	15	6	2	21820	0	21860	24	2154351	2154354
16	2	13	13	2	21840	15	21880	7	2155799	2155797
0	5	18	9	2	21840	3	21848	1	2154634	2155322
8	12	24	1	2	21940	0	21948	23	2163945	2163940
19	4	19	14	2	21820	27	21828	9	2153881	2153014
25	9	8	5	2	21840	18	21880	10	2156034	2156028
27	1	5	13	2	21920	21	21940	13	2162846	2162852
31	14	5	1	2	21940	10	21960	2	2164934	2164926
11	0	20	11	2	21860	19	21868	10	2156155	2156159
14	15	22	15	2	22020	19	22028	7	2171839	2171562
18	11	6	7	2	21980	19	22000	4	2168744	2168118
0	13	31	2	2	21920	18	21928	9	2162557	2162556
2	12	24	4	2	21920	25	21928	16	2163287	2163283
27	4	4	9	2	21880	13	21900	5	2158687	2158700
10	11	15	10	2	21880	17	21920	15	2159052	2159676
6	15	25	0	2	21940	30	21948	21	2163735	2163738
18	11	17	13	2	21940	16	21968	15	2165494	2166247
14	8	19	13	2	21820	23	21828	14	2153513	2153514
11	0	23	15	2	21980	7	21988	30	2167763	2167762
9	3	27	11	2	21820	5	21828	28	2151858	2151822
19	12	14	2	2	21800	6	21840	30	2151925	2151944
31	13	6	1	2	21920	23	21960	15	2163093	2163092
2	13	29	1	2	21840	3	21848	26	2154712	2154714
24	9	8	2	2	21940	9	21960	1	2164851	2164856
1	13	29	1	2	21940	5	21948	28	2164412	2164374
18	4	15	10	2	22000	23	22040	15	2172188	2172187
2	12	30	2	2	22220	2	22228	25	2192980	2192982
3	9	7	9	2	22240	24	22280	25	2195170	2196029
29	9	7	5	2	22040	24	22080	16	2175472	2175467
18	7	15	6	2	22080	7	22120	31	2180495	2180496
31	1	6	10	2	22220	17	22260	9	2194533	2194534
5	3	31	11	2	22120	1	22128	24	2183096	2183101
13	1	20	12	2	22160	28	22168	19	2185932	2185927
7	5	26	9	2	22220	4	22228	27	2193193	2193204
21	6	18	8	2	22180	3	22208	27	2189740	2189782
25	5	14	3	2	22240	27	22280	19	2195551	2195550
12	2	21	11	2	22160	28	22168	19	2185933	2185937
5	3	26	10	2	22240	18	22248	9	2194627	2194632
15	3	25	8	2	22260	3	22268	26	2196220	2196225
20	3	22	2	2	22240	0	22268	23	2195901	2195906
11	0	20	11	2	22100	11	22108	2	2180879	2180880
27	9	8	5	2	22060	5	22100	29	2176913	2176914
23	12	9	1	2	22040	30	22080	22	2176148	2176147
31	3	28	5	2	22040	31	22068	13	2176223	2175284
11	13	25	0	2	22080	20	22088	11	2178457	2178450
7	10	12	4	2	22180	27	22200	13	2188924	2188422
5	1	29	12	2	22220	24	22228	15	2191899	2191936
10	11	25	0	2	22220	3	22228	26	2193140	2193124
11	1	31	12	2	22240	12	22248	3	2193997	2193988
31	5	3	9	2	22120	7	22160	31	2183697	2183693
23	0	11	12	2	22220	14	22260	6	2194185	2194189
28	3	7	9	2	22060	9	22100	1	2177368	2177370
13	0	19	13	2	22060	26	22068	17	2175726	2175723
0	15	3	1	2	22080	23	22120	23	2178859	2179727
26	15	10	6	2	22240	27	22280	19	2195588	2195589
8	2	26	11	2	22100	6	22108	29	2180426	2180419
3	13	26	5	2	22160	0	22168	23	2186357	2186356
10	4	22	9	2	22260	29	22268	20	2195742	2195746
24	5	9	7	2	22280	3	22320	27	2199359	2199369
14	0	19	15	2	22100	29	22108	20	2179529	2179522
19	2	19	15	2	22080	4	22108	20	2180260	2179522
31	1	1	13	2	22240	20	22260	12	2194864	2194891
14	15	23	15	2	22120	24	22128	15	2182216	2182220
8	6	28	7	2	22160	24	22148	15	2185580	2185552
7	9	24	5	2	22380	30	22388	21	2208425	2208430
0	10	30	2	2	22380	4	22388	27	2209054	2209060
17	14	4	5	2	22360	23	22400	12	2207703	2207429
21	6	13	6	2	22460	27	22500	19	2217692	2217695
11	1	20	11	2	22340	29	22348	20	2205065	2205052
3	12	16	8	2	22460	17	22468	0	2216643	2215784
3	9	31	4	2	22520	9	22528	0	2222020	2222010
9	9	24	4	2	22340	27	22348	18	2204834	2204846
8	14	25	0	2	22380	27	22388	18	2208129	2208118
6	2	1	11	2	22420	12	22460	10	2212857	2213409
10	13	9	13	2	22520	10	22560	7	2222124	2222708
23	11	13	7	2	22380	6	22420	30	2209344	2209343
19	7	14	7	2	22380	17	22420	9	2210330	2210340
9	3	23	11	2	22300	23	22308	14	2201369	2201368
2	8	29	3	2	22500	29	22508	20	2220895	2220873
3	12	30	2	2	22520	16	22528	7	2222798	2222793
31	1	3	13	2	22440	6	22480	30	2215445	2215455
9	3	23	9	2	22380	4	22388	27	2209112	2209134
5	5	28	9	2	22400	15	22408	6	2210123	2210125
9	1	23	12	2	22420	28	22408	19	2211342	2211340
23	11	10	2	2	22300	31	22340	23	2202253	2202272
28	8	3	5	2	22420	22	22460	14	2213894	2213895
10	8	2	6	2	22320	31	22340	30	2202260	2202906
14	8	11	0	2	22360	5	22380	1	2206021	2206315
27	9	6	4	2	22300	1	22340	25	2202414	2202394
10	4	22	10	2	22440	27	22448	18	2214384	2214402
30	11	3	2	2	22380	1	22400	25	2208842	2208852
27	4	0	8	2	22460	27	22500	19	2217738	2217735
7	5	25	8	2	22440	29	22448	20	2214636	2214638
28	8	5	5	2	22360	22	22400	14	2207688	2207684
3	9	30	4	2	22320	26	22328	17	2201724	2201718
29	11	3	2	2	22400	20	22420	12	2210681	2210676
20	6	13	7	2	22500	29	22540	21	2220909	2220910
28	8	8	6	2	22500	31	22540	23	2221094	2221117
9	11	25	1	2	22500	24	22508	15	2220415	2220403
18	11	24	8	2	22380	3	22388	22	2209055	2208643
10	11	25	1	2	22300	20	22308	11	2201087	2201086
5	3	26	10	2	22540	5	22548	28	2224673	2224650
19	12	11	0	2	22320	10	22360	2	2203225	2203207
15	3	18	12	2	22620	9	22628	0	2231632	2231634
28	3	7	10	2	22760	7	22800	31	2247489	2247495
7	2	26	12	2	22640	28	22648	19	2233500	2233504
1	2	31	12	2	22740	6	22748	29	2244303	2244292
18	6	15	6	2	22580	19	22620	11	2229396	2229392
11	0	22	13	2	22740	6	22748	29	2244304	2244301
29	0	29	13	2	22580	19	22608	9	2229408	2229298
29	11	11	6	2	22680	14	22720	11	2238565	2239085
10	4	26	9	2	22600	17	22608	9	2229200	2229308
28	3	7	10	2	22540	11	22580	3	2225342	2225351
17	14	15	1	2	22740	17	22780	9	2245397	2245420
26	5	7	9	2	22780	25	22820	17	2249392	2249383
8	7	28	7	2	22660	31	22668	22	2237148	2237139
9	11	2	9	2	22640	31	22660	23	2233763	2233756
5	14	3	9	2	22680	3	22700	27	2237510	2237502
25	5	8	8	2	22660	27	22700	19	2236690	2236678
29	12	5	1	2	22720	7	22760	31	2244455	2244459
11	1	20	12	2	22560	9	22568	0	2225150	2225138
8	5	20	12	2	22660	28	22668	19	2236769	2236768
31	13	1	0	2	22580	13	22620	5	2228838	2228840
23	8	11	6	2	22780	19	22820	11	2248850	2248841
19	7	13	7	2	22560	4	22600	28	2227880	2227881
29	9	4	3	2	22720	30	22760	22	2243552	2243554
19	12	13	1	2	22600	8	22640	0	2231546	2231547
13	1	20	13	2	22680	8	22688	31	2238040	2238042
17	14	2	8	2	22580	19	22620	11	2229429	2229440
27	9	7	5	2	22740	18	22780	10	2245498	2245496
10	4	21	8	2	22560	23	22568	14	2226594	2226589
17	14	15	1	2	22540	18	22580	10	2225984	2225982
25	12	8	1	2	22660	28	22700	20	2236813	2236809
7	2	27	12	2	22560	15	22568	6	2225783	2225795
21	9	10	4	2	22660	4	22700	28	2237646	2237652
13	0	20	13	2	22560	19	22568	10	2226150	2226105
6	2	26	11	2	22560	25	22568	16	2226776	2226779
26	0	15	6	2	22680	25	22720	17	2239651	2239672
29	14	5	1	2	22780	21	22820	13	2249011	2248956
11	1	23	12	2	22940	12	22948	3	2263973	2263965
23	10	9	3	2	22980	1	23020	25	2269311	2269321
8	13	25	0	2	22860	5	22868	28	2256781	2256788
5	1	31	12	2	22860	25	22868	16	2255746	2255761
16	1	16	12	2	23000	17	23008	8	2270947	2270943
15	11	24	14	2	22900	6	22908	21	2260122	2259242
28	8	4	5	2	22820	26	22840	18	2252867	2252861
13	1	20	12	2	22820	12	22808	3	2251446	2251450
29	11	6	3	2	22840	23	22880	15	2255538	2255542
27	0	15	6	2	22980	4	23020	4	2269595	2270430
21	6	9	5	2	22800	7	22840	31	2250886	2250884
31	0	24	15	2	22840	12	22868	12	2254537	2255360
31	13	3	4	2	23040	21	23060	13	2274723	2274703
18	7	14	7	2	22800	13	22840	5	2251567	2251565
23	10	25	14	2	23000	13	23008	11	2270526	2271301
4	12	9	4	2	22860	23	22880	19	2255572	2255969
7	2	25	11	2	23020	2	23028	25	2272806	2272803
0	2	28	9	2	23040	21	23048	12	2274749	2274752
8	13	25	0	2	22820	25	22828	16	2252792	2252785
5	5	28	7	2	22900	31	22908	22	2259340	2259349
22	13	11	0	2	22860	13	22900	5	2257633	2257623
23	11	9	1	2	23000	25	23040	17	2271884	2271883
14	1	20	13	2	22820	18	22828	9	2252135	2252130
8	2	26	12	2	22880	18	22888	9	2258111	2258110
16	1	17	14	2	22940	1	22968	24	2266196	2266200
29	9	3	4	2	22940	1	22980	25	2266210	2266201
0	2	3	12	2	22820	25	22840	17	2252805	2252796
4	6	27	5	2	22920	28	22928	19	2262452	2262454
14	6	14	3	2	22980	15	23000	7	2267608	2267552
26	2	7	11	2	23020	1	23040	25	2272713	2272714
3	8	30	5	2	22920	2	22928	25	2263054	2263081
4	11	27	3	2	22940	19	22948	10	2264769	2264762
7	2	30	13	2	23020	30	23028	21	2272361	2272359
3	8	26	5	2	22820	24	22828	15	2252744	2252721
17	14	23	12	2	22840	15	22848	6	2254861	2254904
24	9	8	5	2	22900	20	22940	12	2261664	2261668
20	6	13	7	2	22800	17	22840	9	2251877	2251882
23	11	10	2	2	22900	21	22940	13	2261698	2261689
24	9	8	5	2	22920	10	22960	2	2263784	2263758
10	4	24	8	2	23100	20	23108	11	2281100	2281098
16	1	17	13	2	23060	18	23088	9	2277625	2277627
25	11	10	4	2	23140	24	23160	16	2284571	2284566
7	1	25	11	2	23140	13	23148	4	2283414	2283411
27	4	4	9	2	23060	15	23100	7	2277320	2277315
14	13	10	4	2	23140	28	23180	19	2284959	2284905
27	13	5	0	2	23240	15	23280	7	2296196	2296199
17	12	21	12	2	23260	30	23288	27	2297708	2298327
4	13	29	1	2	23140	18	23148	9	2283895	2283914
17	0	16	13	2	23080	0	23088	23	2279049	2279052
26	11	10	4	2	23280	19	23320	11	2299695	2299694
4	11	18	12	2	23100	4	23088	27	2279457	2279455
28	3	4	11	2	23180	14	23220	6	2289822	2289817
14	0	17	8	2	23140	29	23148	20	2285075	2285073
9	0	21	11	2	23280	0	23288	23	2297934	2297941
25	9	7	4	2	23160	31	23200	23	2288468	2288470
26	11	5	1	2	23200	22	23220	14	2290624	2290618
5	7	8	15	2	23180	30	23200	22	2288382	2288381
13	1	9	14	2	23300	15	23320	7	2299279	2299286
26	11	1	0	2	23180	8	23220	0	2289349	2289361
26	0	3	15	2	23180	9	23220	1	2289406	2289405
10	4	23	9	2	23060	3	23068	26	2276271	2276266
0	4	31	9	2	23100	21	23108	12	2281290	2281297
28	8	26	8	2	23100	2	23128	26	2282416	2282509
19	12	16	14	2	23200	5	23228	25	2292015	2291747
13	2	16	12	2	23100	14	23108	15	2280606	2281599
25	12	8	2	2	23280	15	23320	7	2299292	2299289
10	8	24	5	2	23060	2	23068	25	2276212	2276158
15	3	19	10	2	23280	7	23288	30	2298600	2298573
18	7	9	7	2	23080	13	23120	8	2280532	2280843
19	0	16	12	2	23160	17	23168	10	2287130	2287345
29	9	4	5	2	23180	8	23220	0	2289312	2289271
3	6	29	7	2	23480	12	23488	3	2318134	2318135
3	0	30	12	2	23480	18	23488	9	2318711	2318720
5	14	2	8	2	23400	3	23440	6	2310883	2311873
5	15	5	5	2	23460	29	23500	28	2316589	2317234
17	14	17	8	2	23500	12	23528	3	2321319	2321337
7	10	25	4	2	23380	14	23388	5	2308839	2308838
26	2	5	13	2	23300	5	56630798	29	2301597	2301604
14	0	12	3	2	23340	2	23380	0	2304459	2305095
20	9	13	5	2	23300	7	56630798	31	2301828	2301818
25	1	11	13	2	23460	6	23500	30	2317509	2317515
4	6	28	7	2	23500	3	23508	26	2320471	2320459
19	5	13	9	2	23420	25	23460	17	2312990	2313003
25	9	7	4	2	23460	4	23500	28	2317241	2317251
13	0	18	9	2	23480	5	23488	28	2317394	2317408
3	12	29	3	2	23520	19	23528	10	2322110	2322112
23	11	8	0	2	23300	11	56630798	3	2302214	2302219
21	9	12	4	2	23480	21	23520	13	2319043	2319052
6	4	26	8	2	23500	1	23508	24	2320255	2320256
17	14	31	12	2	23440	10	23448	2	2314762	2314876
3	0	1	13	2	23520	10	23540	2	2321170	2321169
28	8	16	13	2	23340	12	23368	3	2305497	2305499
24	2	7	13	2	23380	27	23420	19	2310100	2310097
7	9	24	4	2	23340	26	23348	17	2303645	2303649
20	9	12	4	2	23340	1	23360	25	2304380	2304383
7	1	28	14	2	23420	16	23428	7	2312105	2312119
7	5	26	8	2	23480	9	23488	0	2317853	2317847
9	9	25	4	2	23360	27	23368	18	2306973	2306972
3	9	31	4	2	23500	27	23508	18	2319705	2319708
9	9	6	15	2	23540	31	23560	23	2323585	2323582
25	12	9	1	2	23520	24	23560	16	2322753	2322751
15	12	21	6	2	23340	3	23348	24	2304587	2304424
7	1	25	12	2	23380	14	23388	5	2308920	2308908
3	12	30	2	2	23520	11	23528	2	2321294	2321300
16	2	17	14	2	23520	4	23548	27	2324003	2324005
0	5	3	10	2	23520	17	23540	10	2321928	2322021
26	11	8	1	2	23340	14	23380	6	2305762	2305767
28	3	2	13	2	23360	4	23400	2	2307946	2308569
23	8	9	3	2	23420	25	23460	17	2313053	2313046
3	12	30	0	2	23460	18	23468	9	2315439	2315426
19	2	13	9	2	23400	29	23420	21	2310213	2310262
6	4	27	10	2	23720	29	23728	20	2342035	2342063
14	9	11	4	2	23620	12	23640	4	2330900	2330897
12	11	22	11	2	23620	17	23628	8	2331350	2331348
1	13	31	0	2	23560	23	23568	14	2325735	2325737
13	2	20	13	2	23600	0	23608	23	2329896	2329903
26	11	14	3	2	23620	2	23660	26	2332807	2332799
16	1	16	10	2	23760	22	23788	13	2347989	2347995
18	7	15	6	2	23780	25	23800	17	2348263	2348254
0	4	31	7	2	23580	22	23588	13	2328744	2328737
3	8	28	5	2	23740	8	23748	31	2343197	2343189
25	12	8	1	2	23580	29	23620	21	2329562	2329572
19	6	14	7	2	23760	4	23780	28	2346105	2346104
6	4	29	10	2	23600	1	23608	24	2329963	2329960
30	13	3	1	2	23780	27	23820	19	2348466	2348478
13	7	19	9	2	23600	25	23608	16	2329043	2329045
4	6	28	6	2	23740	23	23748	14	2345010	2345000
10	11	24	1	2	23560	0	23568	23	2326597	2326584
4	13	14	1	2	23580	4	23580	22	2327014	2326414
8	6	26	8	2	23560	24	23568	15	2325857	2325864
31	3	26	8	2	23540	22	23568	15	2325672	2325864
23	11	9	3	2	23760	9	23800	1	2346659	2346650
23	12	10	2	2	23760	17	23800	9	2347486	2347479
15	4	7	3	2	23580	7	23580	18	2325011	2326025
24	2	10	11	2	23700	19	23740	11	2341145	2341149
21	9	12	5	2	23700	27	23740	19	2341925	2341930
29	11	26	10	2	23540	22	23548	7	2325675	2325076
25	11	5	0	2	23700	23	23740	15	2341539	2341528
3	0	27	12	2	23580	20	23588	11	2328622	2328618
15	3	22	10	2	23740	19	23748	10	2344487	2344480
13	1	22	14	2	23600	29	23608	20	2329587	2329598
14	0	19	12	2	23760	29	23768	20	2345474	2345475
23	3	11	6	2	23740	17	23760	9	2344228	2344239
12	2	22	11	2	23580	11	23588	2	2327694	2327691
31	1	1	12	2	23600	23	23640	15	2331902	2331909
24	7	7	5	2	23740	26	23780	18	2345293	2345250
13	1	20	13	2	23560	26	23568	17	2325979	2325956
14	6	18	8	2	23700	13	23708	4	2340394	2340420
18	6	8	6	2	23640	13	23660	6	2333825	2333955
31	10	2	3	2	23660	8	23700	0	2336576	2336616
19	7	13	7	2	23780	9	23820	1	2349803	2349757
10	4	22	9	2	23880	20	23888	11	2357673	2357669
5	1	15	6	2	23900	22	23940	12	2360888	2360739
14	6	18	8	2	23880	25	23888	16	2358119	2358118
2	0	4	11	2	24020	9	24040	28	2371930	2371266
0	7	29	7	2	23940	20	23948	11	2363784	2363783
23	2	21	5	2	23940	24	23948	20	2364158	2364576
6	4	26	9	2	23900	20	23908	11	2360742	2360745
4	6	13	5	2	23980	20	24000	10	2366985	2366700
25	5	8	0	2	23900	3	23940	27	2362211	2362221
12	8	24	5	2	23960	12	23968	4	2366210	2366302
21	9	30	5	2	23900	22	23908	13	2360926	2360925
7	2	25	11	2	23880	3	23888	26	2359084	2359079
14	0	19	12	2	24040	1	24048	24	2374393	2374388
25	9	9	4	2	23860	23	23900	15	2357955	2357947
7	5	28	6	2	23940	14	23948	5	2363304	2363310
5	1	26	11	2	23960	18	23968	9	2366770	2366775
18	7	15	6	2	23820	6	23860	30	2353055	2353061
27	4	6	8	2	24040	28	24060	21	2373929	2373915
13	1	20	11	2	24040	26	24048	17	2373692	2373693
28	8	9	5	2	23840	21	23860	13	2354519	2354510
12	13	23	9	2	23940	20	23948	16	2363838	2364293
31	14	6	1	2	23900	28	23940	20	2361503	2361506
19	0	13	14	2	23960	30	24000	23	2368101	2368110
16	2	5	3	2	23980	1	24000	24	2368392	2368167
18	12	15	1	2	23880	28	23900	20	2358395	2358396
19	12	13	1	2	24020	21	24060	14	2373120	2373124
14	13	2	14	2	23900	30	23940	29	2361727	2362420
26	0	7	13	2	23820	18	23860	10	2354268	2354267
20	9	14	2	2	23920	15	23960	8	2363466	2363460
24	2	14	1	2	23980	1	24020	27	2368411	2368503
7	1	29	12	2	23840	17	23848	8	2354192	2354189
3	9	31	4	2	23980	31	23988	22	2368191	2368193
23	8	9	6	2	23820	1	23840	25	2352420	2352409
12	8	4	9	2	24000	20	24040	22	2370056	2370884
22	3	30	4	2	23820	5	23828	29	2352971	2353093
5	7	2	4	2	23940	24	23960	12	2364135	2363665
9	9	24	4	2	24180	12	24188	3	2388422	2388423
1	10	17	8	2	24260	19	24268	18	2395266	2396078
19	7	14	7	2	24140	15	24180	8	2385533	2385530
19	4	17	8	2	24240	18	24268	18	2395179	2396078
4	12	29	1	2	24120	8	24128	31	2381666	2381670
21	9	12	5	2	24100	10	24140	3	2381856	2381855
23	1	3	9	2	24200	6	24240	30	2390790	2390667
4	6	18	12	2	24160	12	24168	8	2385273	2385751
13	11	0	6	2	24060	18	24100	15	2376070	2376445
4	11	25	0	2	24300	30	24308	21	2399508	2399509
15	3	17	9	2	24100	15	24108	6	2379008	2379006
16	15	15	6	2	24200	0	24240	25	2390248	2390254
8	13	27	3	2	24100	15	24108	6	2379028	2379012
7	5	26	8	2	24160	16	24168	7	2385659	2385655
23	0	8	1	2	24040	10	24100	11	2375305	2376094
29	11	0	1	2	24100	24	24120	17	2379939	2379946
18	11	14	2	2	24200	0	24240	25	2390256	2390269
13	1	19	13	2	24100	13	24108	4	2378823	2378824
8	6	28	7	2	24180	10	24188	1	2388221	2388228
24	2	27	11	2	24200	3	24208	19	2390567	2389924
19	6	15	6	2	24240	9	24280	2	2394347	2394351
9	0	24	14	2	24200	25	24208	16	2389678	2389681
26	5	4	8	2	24220	17	24240	10	2391900	2391902
3	13	29	1	2	24280	16	24288	7	2398146	2398140
19	12	14	2	2	24040	13	24080	6	2375635	2375639
29	6	5	7	2	24240	20	24280	13	2395383	2395384
14	1	19	12	2	24140	20	24128	11	2383003	2383012
3	8	28	5	2	24160	13	24168	4	2385405	2385367
19	6	14	7	2	24160	2	24200	27	2387451	2387444
25	1	8	11	2	24260	7	24300	0	2397244	2397247
13	11	31	14	2	24220	20	24228	2	2392266	2391370
26	11	2	1	2	24040	10	24080	3	2375355	2375358
14	15	18	13	2	24080	7	24108	5	2378181	2378973
13	0	19	12	2	24100	14	24108	5	2378975	2378979
1	11	6	8	2	24080	27	24100	20	2377082	2377089
12	2	22	13	2	24080	8	24088	31	2378368	2378322
8	12	25	0	2	24240	11	24248	2	2394545	2394553
15	12	8	6	2	24260	21	24280	14	2395522	2395520
8	2	26	11	2	24180	14	24188	5	2388590	2388591
29	4	4	9	2	24080	19	24120	12	2379476	2379464
31	3	7	10	2	24380	22	24420	15	2408311	2408309
8	12	30	4	2	24380	19	24388	10	2407950	2407949
15	3	19	13	2	24440	10	24448	1	2413294	2413290
13	9	5	1	2	24400	5	24420	30	2409685	2409696
5	5	27	9	2	24400	8	24408	31	2409988	2410002
7	5	30	13	2	24500	3	24508	31	2419048	2419539
14	0	19	14	2	24320	9	24328	0	2400530	2400531
15	3	18	9	2	24500	11	24508	2	2419870	2419875
27	1	7	11	2	24360	31	24400	24	2405786	2405803
5	3	19	10	2	24420	26	24428	23	2411853	2412322
5	1	30	13	2	24540	21	24548	12	2424174	2424170
11	0	23	14	2	24420	15	24428	6	2410624	2410628
13	0	20	13	2	24500	29	24508	20	2418420	2418413
15	3	18	11	2	24420	20	24428	11	2411195	2411204
2	0	31	12	2	24500	6	24508	29	2419301	2419298
14	0	18	15	2	24360	18	24368	9	2404546	2404542
8	2	26	12	2	24360	27	24368	18	2405389	2405381
5	5	28	9	2	24380	19	24388	10	2408037	2408030
8	12	24	1	2	24560	25	24568	16	2424517	2424504
1	8	26	5	2	24560	30	24568	21	2424975	2424970
29	12	5	1	2	24400	13	24440	6	2410444	2410460
18	4	25	13	2	24440	25	24468	26	2414796	2415751
25	2	8	11	2	24440	17	24480	10	2413981	2413973
